ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Character,CharacterVariants,Pinyin,WordFamily,FormVariants
OldChinese-2359-Manynumerous-1,tǎn,OldChinese,2359-Manynumerous,*rhə̂mɁ ?,rhə̂mɁ_?,,,Schuessler2007,2359,,,,嗿,,tǎn,lín2,
LateHanChinese-2359-Manynumerous-1,tǎn,LateHanChinese,2359-Manynumerous,tʰəmᴮ,tʰəmᴮ,,,Schuessler2007,2359,,,,嗿,,tǎn,lín2,
MiddleChinese-2359-Manynumerous-1,tǎn,MiddleChinese,2359-Manynumerous,tʰậmᴮ,tʰậmᴮ,,,Schuessler2007,2359,,,,嗿,,tǎn,lín2,
OldChinese-2360-Topourwater-1,lín3,OldChinese,2360-Topourwater,*rə̂m,rə̂m,,,Schuessler2007,2360,,,,淋,淋霖,lín,lín3,
LateHanChinese-2360-Topourwater-1,lín3,LateHanChinese,2360-Topourwater,lim,lim,,,Schuessler2007,2360,,,,淋,淋霖,lín,lín3,
MiddleChinese-2360-Topourwater-1,lín3,MiddleChinese,2360-Topourwater,ljəm,ljəm,,,Schuessler2007,2360,,,,淋,淋霖,lín,lín3,
OldChinese-2361-Toapproachlookdownlookuponfavorablytofavor-1,lín4,OldChinese,2361-Toapproachlookdownlookuponfavorablytofavor,*rəm,rəm,,,Schuessler2007,2361,,,,臨,,lín,lín4,
LateHanChinese-2361-Toapproachlookdownlookuponfavorablytofavor-1,lín4,LateHanChinese,2361-Toapproachlookdownlookuponfavorablytofavor,lim,lim,,,Schuessler2007,2361,,,,臨,,lín,lín4,
MiddleChinese-2361-Toapproachlookdownlookuponfavorablytofavor-1,lín4,MiddleChinese,2361-Toapproachlookdownlookuponfavorablytofavor,ljəm,ljəm,,,Schuessler2007,2361,,,,臨,,lín,lín4,
OldChinese-2362-Tomourn-1,lìn,OldChinese,2362-Tomourn,*rə/ims ?,rə,,,Schuessler2007,2362,,,,臨,,lìn,lín4,
LateHanChinese-2362-Tomourn-1,lìn,LateHanChinese,2362-Tomourn,limᶜ,limᶜ,,,Schuessler2007,2362,,,,臨,,lìn,lín4,
MiddleChinese-2362-Tomourn-1,lìn,MiddleChinese,2362-Tomourn,ljəmᶜ,ljəmᶜ,,,Schuessler2007,2362,,,,臨,,lìn,lín4,
OldChinese-2363-Scaleoffishorreptile-1,lín5,OldChinese,2363-Scaleoffishorreptile,*rin,rin,,,Schuessler2007,2363,,,,鱗,,lín,lín5,
LateHanChinese-2363-Scaleoffishorreptile-1,lín5,LateHanChinese,2363-Scaleoffishorreptile,lin,lin,,,Schuessler2007,2363,,,,鱗,,lín,lín5,
MiddleChinese-2363-Scaleoffishorreptile-1,lín5,MiddleChinese,2363-Scaleoffishorreptile,ljen,ljen,,,Schuessler2007,2363,,,,鱗,,lín,lín5,
LateHanChinese-2364-Todrink-1,lín6,LateHanChinese,2364-Todrink,lim,lim,,,Schuessler2007,2364,,,,○,,lín,lín6,
MiddleChinese-2364-Todrink-1,lín6,MiddleChinese,2364-Todrink,ljəm ?,ljəm_?,,,Schuessler2007,2364,,,,○,,lín,lín6,
MiddleChinese-2365-penis-1,lǐn1,MiddleChinese,2365-penis,"QYS analog,Perh. ljenᴮ",QYS_analog,,,Schuessler2007,2365,,,,○,,lǐn,lǐn1,
OldChinese-2366-Rations-1,lǐn2,OldChinese,2366-Rations,*rəmɁ,rəmɁ,,,Schuessler2007,2366,,,,稟,稟廩,lǐn,lǐn2,
LateHanChinese-2366-Rations-1,lǐn2,LateHanChinese,2366-Rations,limᴮ,limᴮ,,,Schuessler2007,2366,,,,稟,稟廩,lǐn,lǐn2,
MiddleChinese-2366-Rations-1,lǐn2,MiddleChinese,2366-Rations,ljəmᴮ,ljəmᴮ,,,Schuessler2007,2366,,,,稟,稟廩,lǐn,lǐn2,
OldChinese-2367-Toreceive-1,bǐn,OldChinese,2367-Toreceive,*prəmɁ ?,prəmɁ_?,,,Schuessler2007,2367,,,,稟,,bǐn,lǐn2,
LateHanChinese-2367-Toreceive-1,bǐn,LateHanChinese,2367-Toreceive,pimᴮ,pimᴮ,,,Schuessler2007,2367,,,,稟,,bǐn,lǐn2,
MiddleChinese-2367-Toreceive-1,bǐn,MiddleChinese,2367-Toreceive,pjəmᴮ,pjəmᴮ,,,Schuessler2007,2367,,,,稟,,bǐn,lǐn2,
OldChinese-2368-Shake-1,lǐn3,OldChinese,2368-Shake,*rəmɁ < *b-rəmɁ ?,rəmɁ,,,Schuessler2007,2368,,,,廩,廩懍,lǐn,lǐn3,
LateHanChinese-2368-Shake-1,lǐn3,LateHanChinese,2368-Shake,limᴮ,limᴮ,,,Schuessler2007,2368,,,,廩,廩懍,lǐn,lǐn3,
MiddleChinese-2368-Shake-1,lǐn3,MiddleChinese,2368-Shake,ljəmᴮ,ljəmᴮ,,,Schuessler2007,2368,,,,廩,廩懍,lǐn,lǐn3,
OldChinese-2369-Regret-1,lìn,OldChinese,2369-Regret,*m-rəns ?,m-rəns_?,,,Schuessler2007,2369,,,,吝,,lìn,lìn,
LateHanChinese-2369-Regret-1,lìn,LateHanChinese,2369-Regret,linᶜ,linᶜ,,,Schuessler2007,2369,,,,吝,,lìn,lìn,
MiddleChinese-2369-Regret-1,lìn,MiddleChinese,2369-Regret,ljenᶜ,ljenᶜ,,,Schuessler2007,2369,,,,吝,,lìn,lìn,
MiddleChinese-2370-Mountainrange-1,líng1,MiddleChinese,2370-Mountainrange,lieŋ,lieŋ,,,Schuessler2007,2370,,,,岭,,líng,líng1,
OldChinese-2373-Smallbellbannerbell-1,líng4,OldChinese,2373-Smallbellbannerbell,*rêŋ < *C-reŋ,rêŋ,,,Schuessler2007,2373,,,,鈴,,líng,líng4,
LateHanChinese-2373-Smallbellbannerbell-1,líng4,LateHanChinese,2373-Smallbellbannerbell,leŋ,leŋ,,,Schuessler2007,2373,,,,鈴,,líng,líng4,
MiddleChinese-2373-Smallbellbannerbell-1,líng4,MiddleChinese,2373-Smallbellbannerbell,lieŋ,lieŋ,,,Schuessler2007,2373,,,,鈴,,líng,líng4,
OldChinese-2375-Hill-1,líng6,OldChinese,2375-Hill,*rəŋ,rəŋ,,,Schuessler2007,2375,,,,陵,,líng,líng6,
LateHanChinese-2375-Hill-1,líng6,LateHanChinese,2375-Hill,liŋ,liŋ,,,Schuessler2007,2375,,,,陵,,líng,líng6,
MiddleChinese-2375-Hill-1,líng6,MiddleChinese,2375-Hill,ljəŋ,ljəŋ,,,Schuessler2007,2375,,,,陵,,líng,líng6,
OldChinese-2376-Steponover-1,líng7,OldChinese,2376-Steponover,*rəŋ,rəŋ,,,Schuessler2007,2376,,,,陵,陵泠凌,líng,líng7,
LateHanChinese-2376-Steponover-1,líng7,LateHanChinese,2376-Steponover,liŋ,liŋ,,,Schuessler2007,2376,,,,陵,陵泠凌,líng,líng7,
MiddleChinese-2376-Steponover-1,líng7,MiddleChinese,2376-Steponover,ljəŋ,ljəŋ,,,Schuessler2007,2376,,,,陵,陵泠凌,líng,líng7,
OldChinese-2377-Tofall-1,líng8,OldChinese,2377-Tofall,*rêŋ ~ rîn,rêŋ,,,Schuessler2007,2377,,,,霝,霝零,líng,líng8,
LateHanChinese-2377-Tofall-1,líng8,LateHanChinese,2377-Tofall,leŋ,leŋ,,,Schuessler2007,2377,,,,霝,霝零,líng,líng8,
MiddleChinese-2377-Tofall-1,líng8,MiddleChinese,2377-Tofall,lieŋ,lieŋ,,,Schuessler2007,2377,,,,霝,霝零,líng,líng8,
OldChinese-2378-Divinefelicitousauspiciousexcellentintelligent-1,líng9,OldChinese,2378-Divinefelicitousauspiciousexcellentintelligent,*rêŋ < *C-reŋ,rêŋ,,,Schuessler2007,2378,,,,靈,,líng,líng9,
LateHanChinese-2378-Divinefelicitousauspiciousexcellentintelligent-1,líng9,LateHanChinese,2378-Divinefelicitousauspiciousexcellentintelligent,leŋ,leŋ,,,Schuessler2007,2378,,,,靈,,líng,líng9,
MiddleChinese-2378-Divinefelicitousauspiciousexcellentintelligent-1,líng9,MiddleChinese,2378-Divinefelicitousauspiciousexcellentintelligent,lieŋ,lieŋ,,,Schuessler2007,2378,,,,靈,,líng,líng9,
OldChinese-2379-Neck-1,lǐng,OldChinese,2379-Neck,*reŋɁ,reŋɁ,,,Schuessler2007,2379,,,,領,,lǐng,lǐng,
LateHanChinese-2379-Neck-1,lǐng,LateHanChinese,2379-Neck,lieŋᴮ,lieŋᴮ,,,Schuessler2007,2379,,,,領,,lǐng,lǐng,
MiddleChinese-2379-Neck-1,lǐng,MiddleChinese,2379-Neck,ljängᴮ,ljängᴮ,,,Schuessler2007,2379,,,,領,,lǐng,lǐng,
OldChinese-2380-Toordercommand-1,lìng,OldChinese,2380-Toordercommand,*reŋ(h) ~ *rin(s),reŋ,,,Schuessler2007,2380,,,,令,,lìng,lìng,
LateHanChinese-2380-Toordercommand-1,lìng,LateHanChinese,2380-Toordercommand,lieŋ(ᶜ),lieŋ,,,Schuessler2007,2380,,,,令,,lìng,lìng,
MiddleChinese-2380-Toordercommand-1,lìng,MiddleChinese,2380-Toordercommand,ljäŋ[ᶜ],ljäŋ,,,Schuessler2007,2380,,,,令,,lìng,lìng,
OldChinese-2381-Tostayremaintarry-1,liú1,OldChinese,2381-Tostayremaintarry,*ru,ru,,,Schuessler2007,2381,,,,留,,liú,liú1,
LateHanChinese-2381-Tostayremaintarry-1,liú1,LateHanChinese,2381-Tostayremaintarry,lu,lu,,,Schuessler2007,2381,,,,留,,liú,liú1,
MiddleChinese-2381-Tostayremaintarry-1,liú1,MiddleChinese,2381-Tostayremaintarry,ljəu,ljəu,,,Schuessler2007,2381,,,,留,,liú,liú1,
OldChinese-2382-Toslaughterkill-1,liú2,OldChinese,2382-Toslaughterkill,*ru,ru,,,Schuessler2007,2382,,,,劉,,liú,liú2,
LateHanChinese-2382-Toslaughterkill-1,liú2,LateHanChinese,2382-Toslaughterkill,lu,lu,,,Schuessler2007,2382,,,,劉,,liú,liú2,
MiddleChinese-2382-Toslaughterkill-1,liú2,MiddleChinese,2382-Toslaughterkill,ljəu,ljəu,,,Schuessler2007,2382,,,,劉,,liú,liú2,
OldChinese-2383-Punishbydeathexecute-1,lù,OldChinese,2383-Punishbydeathexecute,*ruk,ruk,,,Schuessler2007,2383,,,,戮,,lù,liú2,
LateHanChinese-2383-Punishbydeathexecute-1,lù,LateHanChinese,2383-Punishbydeathexecute,luk,luk,,,Schuessler2007,2383,,,,戮,,lù,liú2,
MiddleChinese-2383-Punishbydeathexecute-1,lù,MiddleChinese,2383-Punishbydeathexecute,ljuk,ljuk,,,Schuessler2007,2383,,,,戮,,lù,liú2,
OldChinese-2384-Toflowfloatflowawaytheflow-1,liú3,OldChinese,2384-Toflowfloatflowawaytheflow,*r(i)u,ru,,,Schuessler2007,2384,,,,流,,liú,liú3,
LateHanChinese-2384-Toflowfloatflowawaytheflow-1,liú3,LateHanChinese,2384-Toflowfloatflowawaytheflow,l(i)u,lu,,,Schuessler2007,2384,,,,流,,liú,liú3,
MiddleChinese-2384-Toflowfloatflowawaytheflow-1,liú3,MiddleChinese,2384-Toflowfloatflowawaytheflow,ljəu,ljəu,,,Schuessler2007,2384,,,,流,,liú,liú3,
OldChinese-2386-Six-1,liù1,OldChinese,2386-Six,*ruk,ruk,,,Schuessler2007,2386,,,,六,,liù,liù1,
LateHanChinese-2386-Six-1,liù1,LateHanChinese,2386-Six,luk,luk,,,Schuessler2007,2386,,,,六,,liù,liù1,
MiddleChinese-2386-Six-1,liù1,MiddleChinese,2386-Six,ljuk,ljuk,,,Schuessler2007,2386,,,,六,,liù,liù1,
OldChinese-2387-Gushforth-1,liù2,OldChinese,2387-Gushforth,*r(i)u,ru,,,Schuessler2007,2387,,,,溜,,liù,liù2,
LateHanChinese-2387-Gushforth-1,liù2,LateHanChinese,2387-Gushforth,r(i)u,ru,,,Schuessler2007,2387,,,,溜,,liù,liù2,
MiddleChinese-2387-Gushforth-1,liù2,MiddleChinese,2387-Gushforth,ljəuᶜ,ljəuᶜ,,,Schuessler2007,2387,,,,溜,,liù,liù2,
OldChinese-2388-Whistlingofthewind-1,liù3,OldChinese,2388-Whistlingofthewind,*riu(k)h,riuh,,,Schuessler2007,2388,,,,翏,翏飂,liù,liù3,
LateHanChinese-2388-Whistlingofthewind-1,liù3,LateHanChinese,2388-Whistlingofthewind,liuᶜ,liuᶜ,,,Schuessler2007,2388,,,,翏,翏飂,liù,liù3,
MiddleChinese-2388-Whistlingofthewind-1,liù3,MiddleChinese,2388-Whistlingofthewind,"ljəuᶜ,ljeuᶜ,ljäuᶜ",ljəuᶜ,,,Schuessler2007,2388,,,,翏,翏飂,liù,liù3,
OldChinese-2389-Ringingsoundintheear-1,liáo,OldChinese,2389-Ringingsoundintheear,*riû,riû,,,Schuessler2007,2389,,,,聊,,liáo,liù3,
LateHanChinese-2389-Ringingsoundintheear-1,liáo,LateHanChinese,2389-Ringingsoundintheear,leu,leu,,,Schuessler2007,2389,,,,聊,,liáo,liù3,
MiddleChinese-2389-Ringingsoundintheear-1,liáo,MiddleChinese,2389-Ringingsoundintheear,lieu,lieu,,,Schuessler2007,2389,,,,聊,,liáo,liù3,
OldChinese-2390-Eminent-1,lóng1,OldChinese,2390-Eminent,*ruŋ,ruŋ,,,Schuessler2007,2390,,,,隆,,lóng,lóng1,
LateHanChinese-2390-Eminent-1,lóng1,LateHanChinese,2390-Eminent,luŋ,luŋ,,,Schuessler2007,2390,,,,隆,,lóng,lóng1,
MiddleChinese-2390-Eminent-1,lóng1,MiddleChinese,2390-Eminent,ljuŋ,ljuŋ,,,Schuessler2007,2390,,,,隆,,lóng,lóng1,
OldChinese-2391-Topileonpilehigh-1,chóng,OldChinese,2391-Topileonpilehigh,*dzruŋ,dzruŋ,,,Schuessler2007,2391,,,,崇,,chóng,lóng1,
LateHanChinese-2391-Topileonpilehigh-1,chóng,LateHanChinese,2391-Topileonpilehigh,dẓuŋ,dẓuŋ,,,Schuessler2007,2391,,,,崇,,chóng,lóng1,
MiddleChinese-2391-Topileonpilehigh-1,chóng,MiddleChinese,2391-Topileonpilehigh,dẓjuŋ,dẓjuŋ,,,Schuessler2007,2391,,,,崇,,chóng,lóng1,
OldChinese-2392-Thundering-1,lóng2,OldChinese,2392-Thundering,*ruŋ ?,ruŋ_?,,,Schuessler2007,2392,,,,隆,,lóng,lóng2,
LateHanChinese-2392-Thundering-1,lóng2,LateHanChinese,2392-Thundering,luŋ,luŋ,,,Schuessler2007,2392,,,,隆,,lóng,lóng2,
MiddleChinese-2392-Thundering-1,lóng2,MiddleChinese,2392-Thundering,ljuŋ,ljuŋ,,,Schuessler2007,2392,,,,隆,,lóng,lóng2,
OldChinese-2393-Dragon-1,lóng3,OldChinese,2393-Dragon,*roŋ,roŋ,,,Schuessler2007,2393,,,,龍,,lóng,lóng3,
LateHanChinese-2393-Dragon-1,lóng3,LateHanChinese,2393-Dragon,lioŋ,lioŋ,,,Schuessler2007,2393,,,,龍,,lóng,lóng3,
MiddleChinese-2393-Dragon-1,lóng3,MiddleChinese,2393-Dragon,ljwoŋ,ljwoŋ,,,Schuessler2007,2393,,,,龍,,lóng,lóng3,
OldChinese-2395-Birdcage-1,lóng5,OldChinese,2395-Birdcage,*rôŋ(Ɂ),rôŋ,,,Schuessler2007,2395,,,,籠,,lóng,lóng5,
LateHanChinese-2395-Birdcage-1,lóng5,LateHanChinese,2395-Birdcage,loŋ(ᶜ),loŋ,,,Schuessler2007,2395,,,,籠,,lóng,lóng5,
MiddleChinese-2395-Birdcage-1,lóng5,MiddleChinese,2395-Birdcage,luŋ[ᴮ],luŋ,,,Schuessler2007,2395,,,,籠,,lóng,lóng5,
OldChinese-2396-Deaf-1,lóng6,OldChinese,2396-Deaf,*rôŋ,rôŋ,,,Schuessler2007,2396,,,,聾,,lóng,lóng6,
LateHanChinese-2396-Deaf-1,lóng6,LateHanChinese,2396-Deaf,loŋ,loŋ,,,Schuessler2007,2396,,,,聾,,lóng,lóng6,
MiddleChinese-2396-Deaf-1,lóng6,MiddleChinese,2396-Deaf,luŋ,luŋ,,,Schuessler2007,2396,,,,聾,,lóng,lóng6,
OldChinese-2397-Mound-1,lǒng,OldChinese,2397-Mound,*roŋɁ,roŋɁ,,,Schuessler2007,2397,,,,壟,壟隴,lǒng,lǒng,
LateHanChinese-2397-Mound-1,lǒng,LateHanChinese,2397-Mound,lioŋᴮ,lioŋᴮ,,,Schuessler2007,2397,,,,壟,壟隴,lǒng,lǒng,
MiddleChinese-2397-Mound-1,lǒng,MiddleChinese,2397-Mound,ljwoŋᴮ,ljwoŋᴮ,,,Schuessler2007,2397,,,,壟,壟隴,lǒng,lǒng,
OldChinese-2398-Tofondleplaywith-1,lòng1,OldChinese,2398-Tofondleplaywith,*rôŋh,rôŋh,,,Schuessler2007,2398,,,,弄,,lòng,lòng1,
LateHanChinese-2398-Tofondleplaywith-1,lòng1,LateHanChinese,2398-Tofondleplaywith,loŋᶜ,loŋᶜ,,,Schuessler2007,2398,,,,弄,,lòng,lòng1,
MiddleChinese-2398-Tofondleplaywith-1,lòng1,MiddleChinese,2398-Tofondleplaywith,luŋ[ᶜ],luŋ,,,Schuessler2007,2398,,,,弄,,lòng,lòng1,
OldChinese-2399-Alleylane-1,lòng2,OldChinese,2399-Alleylane,*rôŋh,rôŋh,,,Schuessler2007,2399,,,,弄,,lòng,lòng2,
LateHanChinese-2399-Alleylane-1,lòng2,LateHanChinese,2399-Alleylane,loŋᶜ,loŋᶜ,,,Schuessler2007,2399,,,,弄,,lòng,lòng2,
MiddleChinese-2399-Alleylane-1,lòng2,MiddleChinese,2399-Alleylane,luŋᶜ,luŋᶜ,,,Schuessler2007,2399,,,,弄,,lòng,lòng2,
OldChinese-2400-Mound-1,"lóu1,lǒu",OldChinese,2400-Mound,*rôɁ,rôɁ,,,Schuessler2007,2400,,,,婁,婁塿,"lóu1,lǒu","lóu1,lǒu",
LateHanChinese-2400-Mound-1,"lóu1,lǒu",LateHanChinese,2400-Mound,loᴮ,loᴮ,,,Schuessler2007,2400,,,,婁,婁塿,"lóu1,lǒu","lóu1,lǒu",
MiddleChinese-2400-Mound-1,"lóu1,lǒu",MiddleChinese,2400-Mound,ləuᴮ,ləuᴮ,,,Schuessler2007,2400,,,,婁,婁塿,"lóu1,lǒu","lóu1,lǒu",
OldChinese-2401-Bend-1,lóu2,OldChinese,2401-Bend,*lô,lô,,,Schuessler2007,2401,,,,僂,,lóu,lóu2,*lô or *loɁ
LateHanChinese-2401-Bend-1,lóu2,LateHanChinese,2401-Bend,"lo,lioᴮ",lo,,,Schuessler2007,2401,,,,僂,,lóu,lóu2,
MiddleChinese-2401-Bend-1,lóu2,MiddleChinese,2401-Bend,"ləu,ljuᴮ",ləu,,,Schuessler2007,2401,,,,僂,,lóu,lóu2,
OldChinese-2404-Toleak-1,lòu1,OldChinese,2404-Toleak,*rô(k)h,rôh,,,Schuessler2007,2404,,,,漏,,lòu,lòu1,
LateHanChinese-2404-Toleak-1,lòu1,LateHanChinese,2404-Toleak,loᶜ,loᶜ,,,Schuessler2007,2404,,,,漏,,lòu,lòu1,
MiddleChinese-2404-Toleak-1,lòu1,MiddleChinese,2404-Toleak,ləuᶜ,ləuᶜ,,,Schuessler2007,2404,,,,漏,,lòu,lòu1,
OldChinese-2405-Tostraindrip-1,lù,OldChinese,2405-Tostraindrip,*rôk,rôk,,,Schuessler2007,2405,,,,漉,漉䍡,lù,lòu1,
LateHanChinese-2405-Tostraindrip-1,lù,LateHanChinese,2405-Tostraindrip,lok,lok,,,Schuessler2007,2405,,,,漉,漉䍡,lù,lòu1,
MiddleChinese-2405-Tostraindrip-1,lù,MiddleChinese,2405-Tostraindrip,luk,luk,,,Schuessler2007,2405,,,,漉,漉䍡,lù,lòu1,
OldChinese-2406-Dripping-1,luán,OldChinese,2406-Dripping,*rôn,rôn,,,Schuessler2007,2406,,,,中,,luán,lòu1,
LateHanChinese-2406-Dripping-1,luán,LateHanChinese,2406-Dripping,luɑn ~ lon,luɑn,,,Schuessler2007,2406,,,,中,,luán,lòu1,
MiddleChinese-2406-Dripping-1,luán,MiddleChinese,2406-Dripping,luân,luân,,,Schuessler2007,2406,,,,中,,luán,lòu1,
OldChinese-2408-Beblack-1,lú1,OldChinese,2408-Beblack,*râ,râ,,,Schuessler2007,2408,,,,盧,盧壚玈,lú,lú1,
LateHanChinese-2408-Beblack-1,lú1,LateHanChinese,2408-Beblack,lɑ,lɑ,,,Schuessler2007,2408,,,,盧,盧壚玈,lú,lú1,
MiddleChinese-2408-Beblack-1,lú1,MiddleChinese,2408-Beblack,luo,luo,,,Schuessler2007,2408,,,,盧,盧壚玈,lú,lú1,
OldChinese-2409-Ahuthovelshelter-1,lú2,OldChinese,2409-Ahuthovelshelter,*ra,ra,,,Schuessler2007,2409,,,,廬,,lú,lú2,
LateHanChinese-2409-Ahuthovelshelter-1,lú2,LateHanChinese,2409-Ahuthovelshelter,liɑ,liɑ,,,Schuessler2007,2409,,,,廬,,lú,lú2,
MiddleChinese-2409-Ahuthovelshelter-1,lú2,MiddleChinese,2409-Ahuthovelshelter,ljwo,ljwo,,,Schuessler2007,2409,,,,廬,,lú,lú2,
OldChinese-2410-Madderplant-1,lú3,OldChinese,2410-Madderplant,*ra,ra,,,Schuessler2007,2410,,,,蘆,,lú,lú3,
LateHanChinese-2410-Madderplant-1,lú3,LateHanChinese,2410-Madderplant,liɑ,liɑ,,,Schuessler2007,2410,,,,蘆,,lú,lú3,
MiddleChinese-2410-Madderplant-1,lú3,MiddleChinese,2410-Madderplant,ljwo,ljwo,,,Schuessler2007,2410,,,,蘆,,lú,lú3,
OldChinese-2411-Head-1,lú4,OldChinese,2411-Head,*râ,râ,,,Schuessler2007,2411,,,,顱,,lú,lú4,
LateHanChinese-2411-Head-1,lú4,LateHanChinese,2411-Head,lɑ,lɑ,,,Schuessler2007,2411,,,,顱,,lú,lú4,
MiddleChinese-2411-Head-1,lú4,MiddleChinese,2411-Head,luo,luo,,,Schuessler2007,2411,,,,顱,,lú,lú4,
OldChinese-2414-Saltyrocksalt-1,lǔ1,OldChinese,2414-Saltyrocksalt,*rāɁ,rāɁ,,,Schuessler2007,2414,,,,鹵,,lǔ,lǔ1,
LateHanChinese-2414-Saltyrocksalt-1,lǔ1,LateHanChinese,2414-Saltyrocksalt,lɑᴮ,lɑᴮ,,,Schuessler2007,2414,,,,鹵,,lǔ,lǔ1,
MiddleChinese-2414-Saltyrocksalt-1,lǔ1,MiddleChinese,2414-Saltyrocksalt,luoᴮ,luoᴮ,,,Schuessler2007,2414,,,,鹵,,lǔ,lǔ1,
OldChinese-2416-Alargeshield-1,lǔ3,OldChinese,2416-Alargeshield,*râɁ,râɁ,,,Schuessler2007,2416,,,,櫓,,lǔ,lǔ3,
LateHanChinese-2416-Alargeshield-1,lǔ3,LateHanChinese,2416-Alargeshield,lɑᴮ,lɑᴮ,,,Schuessler2007,2416,,,,櫓,,lǔ,lǔ3,
MiddleChinese-2416-Alargeshield-1,lǔ3,MiddleChinese,2416-Alargeshield,luoᴮ,luoᴮ,,,Schuessler2007,2416,,,,櫓,,lǔ,lǔ3,
OldChinese-2417-Carvewood-1,lù1,OldChinese,2417-Carvewood,*rôk,rôk,,,Schuessler2007,2417,,,,彔,,lù,lù1,
LateHanChinese-2417-Carvewood-1,lù1,LateHanChinese,2417-Carvewood,lok,lok,,,Schuessler2007,2417,,,,彔,,lù,lù1,
MiddleChinese-2417-Carvewood-1,lù1,MiddleChinese,2417-Carvewood,luk,luk,,,Schuessler2007,2417,,,,彔,,lù,lù1,
OldChinese-2418-Toinscriberecord-1,lù,OldChinese,2418-Toinscriberecord,*rok,rok,,,Schuessler2007,2418,,,,錄,,lù,lù1,
LateHanChinese-2418-Toinscriberecord-1,lù,LateHanChinese,2418-Toinscriberecord,liok,liok,,,Schuessler2007,2418,,,,錄,,lù,lù1,
MiddleChinese-2418-Toinscriberecord-1,lù,MiddleChinese,2418-Toinscriberecord,ljwok,ljwok,,,Schuessler2007,2418,,,,錄,,lù,lù1,
OldChinese-2419-Tocarveengrave-1,lòu,OldChinese,2419-Tocarveengrave,*rô(h),rô,,,Schuessler2007,2419,,,,鏤,,lòu,lù1,
LateHanChinese-2419-Tocarveengrave-1,lòu,LateHanChinese,2419-Tocarveengrave,loᶜ,loᶜ,,,Schuessler2007,2419,,,,鏤,,lòu,lù1,
MiddleChinese-2419-Tocarveengrave-1,lòu,MiddleChinese,2419-Tocarveengrave,ləuᶜ,ləuᶜ,,,Schuessler2007,2419,,,,鏤,,lòu,lù1,
OldChinese-2422-Land-1,lù4,OldChinese,2422-Land,*ruk,ruk,,,Schuessler2007,2422,,,,陸,,lù,lù4,
LateHanChinese-2422-Land-1,lù4,LateHanChinese,2422-Land,luk,luk,,,Schuessler2007,2422,,,,陸,,lù,lù4,
MiddleChinese-2422-Land-1,lù4,MiddleChinese,2422-Land,ljuk,ljuk,,,Schuessler2007,2422,,,,陸,,lù,lù4,
OldChinese-2423-Roadway-1,lù5,OldChinese,2423-Roadway,*râkh,râkh,,,Schuessler2007,2423,,,,路,,lù,lù5,
LateHanChinese-2423-Roadway-1,lù5,LateHanChinese,2423-Roadway,lɑᶜ,lɑᶜ,,,Schuessler2007,2423,,,,路,,lù,lù5,
MiddleChinese-2423-Roadway-1,lù5,MiddleChinese,2423-Roadway,luoᶜ,luoᶜ,,,Schuessler2007,2423,,,,路,,lù,lù5,
OldChinese-2424-Grandloud-1,lù6,OldChinese,2424-Grandloud,*râkh,râkh,,,Schuessler2007,2424,,,,路,,lù,lù6,
LateHanChinese-2424-Grandloud-1,lù6,LateHanChinese,2424-Grandloud,lɑᶜ,lɑᶜ,,,Schuessler2007,2424,,,,路,,lù,lù6,
MiddleChinese-2424-Grandloud-1,lù6,MiddleChinese,2424-Grandloud,luoᶜ,luoᶜ,,,Schuessler2007,2424,,,,路,,lù,lù6,
OldChinese-2425-Akindofbamboo-1,lù7,OldChinese,2425-Akindofbamboo,*râkh < *g-rah,râkh,,,Schuessler2007,2425,,,,簬,,lù,lù7,
LateHanChinese-2425-Akindofbamboo-1,lù7,LateHanChinese,2425-Akindofbamboo,lɑᶜ,lɑᶜ,,,Schuessler2007,2425,,,,簬,,lù,lù7,
MiddleChinese-2425-Akindofbamboo-1,lù7,MiddleChinese,2425-Akindofbamboo,luoᶜ,luoᶜ,,,Schuessler2007,2425,,,,簬,,lù,lù7,
OldChinese-2426-Dewtocondenseintodroplets-1,lù8,OldChinese,2426-Dewtocondenseintodroplets,*râkh,râkh,,,Schuessler2007,2426,,,,露,,lù,lù8,
LateHanChinese-2426-Dewtocondenseintodroplets-1,lù8,LateHanChinese,2426-Dewtocondenseintodroplets,lɑᶜ,lɑᶜ,,,Schuessler2007,2426,,,,露,,lù,lù8,
MiddleChinese-2426-Dewtocondenseintodroplets-1,lù8,MiddleChinese,2426-Dewtocondenseintodroplets,luoᶜ,luoᶜ,,,Schuessler2007,2426,,,,露,,lù,lù8,
OldChinese-2427-Letappearappear-1,lù9,OldChinese,2427-Letappearappear,*râkh,râkh,,,Schuessler2007,2427,,,,露,,lù,lù9,
LateHanChinese-2427-Letappearappear-1,lù9,LateHanChinese,2427-Letappearappear,lɑᶜ,lɑᶜ,,,Schuessler2007,2427,,,,露,,lù,lù9,
MiddleChinese-2427-Letappearappear-1,lù9,MiddleChinese,2427-Letappearappear,luoᶜ,luoᶜ,,,Schuessler2007,2427,,,,露,,lù,lù9,
OldChinese-2428-Heronegret-1,lù10,OldChinese,2428-Heronegret,*râkh,râkh,,,Schuessler2007,2428,,,,鷺,,lù10,lù10,
